task_id,formula,formation_energy_per_atom,e_above_hull,band_gap
mp-676687,RbAg4I5,-0.46358368,0.063695668,1.1348
mp-1181198,H3CI,-0.189257529,0.093470765,3.3781
mp-28321,Sc7CI12,-1.132876934,0,0
mp-28554,Ca2AsI,-1.414007099,0,1.5719
mp-31077,Tl2TeI6,-0.392244693,0,1.6415
mp-1203152,Lu20Os5I24,-1.090806952,0,0.0591
mp-1178508,BaSrI4,-1.721081778,0.035849951,3.7417
mp-1226137,Cu2HgI4,1.131287184,1.368165039,0.2409
mp-568570,CsSnI3,-0.953068654,0.003267803,0.6175
mp-754198,Ba(LaI4)2,-1.541693982,0.078096942,2.1541
mp-766348,BaCaI4,-1.662126611,0.060416215,3.6308
mp-768732,Ba6SrI14,-1.704604503,0.08262998,3.0892
mp-772116,LaMgI5,-1.271722658,0.070846451,2.6293
mp-998430,CsInI3,-0.930313771,0.019815385,1.4536
mp-649878,Sn(S4I)4,-0.539886413,0.0548808,0.9754
mp-766325,BaCaI4,-1.670797093,0.051745734,3.2691
mp-1208794,Sr2TlI5,-1.442958545,0.01327394,3.3494
mp-679930,Cu3P15I2,-0.087612477,0,1.0115
mp-1173429,Rb2PtI5,-0.801477128,0.038121166,0
mp-1185676,Mg16Al12I,0.016726839,0.1146864,0
mp-22991,CsVI3,-0.914488294,0,0.6035
mp-29998,La3SbI3,-1.337914044,0.001459332,0
mp-776442,Ba2YI7,-1.606984713,0.048729798,2.8288
mp-1206019,Ce4SiI5,-1.114666525,0,0
mp-771645,Sr2CaI6,-1.665799243,0.026777759,3.851
mp-756238,Sr2CaI6,-1.670336489,0.022240513,3.9627
mp-756745,BaLaI5,-1.615719044,0.042550022,2.1335
mp-1095595,SbSI,-0.53422281,0.003153514,1.6957
mp-23041,SbSI,-0.537376324,0,1.6368
mp-28889,Hg5(SbI3)2,-0.236060437,0.004336543,1.4026
mp-571219,Tl3BiI6,-0.592944772,0.009106145,2.4866
mp-582175,La4Si4I3,-1.07744083,0.000193128,0
mp-752711,BaSr2I6,-1.685539973,0.057250472,3.2517
mp-23496,CsAg2I3,-0.712263601,0.000338129,2.2789
mp-30211,La5Sn3I,-0.873180579,0,0
mp-569421,Hg9P5I6,-0.156444364,0,1.3411
mp-608311,Cs2Li3I5,-1.34949806,0.011305199,4.1765
mp-637213,La2GeI2,-1.297395244,0.003330122,0.4176
mp-998428,CsCaI3,-1.618643181,0,3.6642
mp-1188271,Er6IrI10,-1.255281238,0,0.0228
mp-1207510,YbSI,-1.308214089,0.455292408,0
mp-28464,Re3(TeI)7,-0.158291914,0,0.8407
mp-574430,BaUI6,-1.198266364,0,0.2246
mp-675879,Ag3SI,-0.218986122,0.061696729,0.2642
mp-752514,BaSrI4,-1.730313627,0.026618103,3.6362
mp-568522,In3SnI5,-0.479043447,0,2.0166
mp-568922,Ce7C3I10,-1.101877625,0,0
mp-573568,K2TcI6,-0.725385371,0,0.2208
mp-1194717,Bi16Pt11I6,-0.293055027,0.026132788,0
mp-1101687,Sr9La5I33,-1.571074917,0.074473938,2.1483
mp-23420,Ge19(PI)4,-0.08885591,0,1.0766
mp-568134,Cs2CdI4,-1.172198795,0.008670833,2.8586
mp-1106228,Tb7NiI12,-1.223560163,0,0
mp-1214037,Ce3SiI3,-1.051162165,0,0
mp-28051,SbTeI,-0.231547467,0.000732754,0.8584
mp-570423,Ba6Pr3I19,-1.652947078,0,1.0197
mp-581600,Rb2FeI4,-0.912971788,0.024217976,0
mp-28332,CsTlI4,-0.743616384,0.039063774,1.238
mp-541014,Cs3Sb2I9,-0.906604662,0.004954172,1.5434
mp-567472,CuP4I,-0.087136672,0.004421246,0.8797
mp-756500,Sr2CaI6,-1.630489793,0.062087209,3.7064
mp-1112951,Cs3AsI6,-0.964166465,0.045675974,2.3403
mp-1211509,KSm2I5,-1.181509105,0.124536594,0
mp-23066,Pb5(SI3)2,-0.71179117,0.024621221,1.8261
mp-29426,Y5C2I9,-1.228312513,0,0.6359
mp-568545,Cd4P2I3,-0.339520657,0.022942606,1.379
mp-669317,Cs3CdI5,-1.258841381,0.003712081,2.7925
mp-766301,Ba2CaI6,-1.703677427,0.044469652,3.4988
mp-771877,Ca3Pb3I14,-0.948484345,0.096224674,0
mp-756235,Ba3SrI8,-1.770668394,0.007475263,3.234
mp-766359,BaCaI4,-1.64157128,0.080971546,3.4196
mp-23443,MnTlI3,-0.529960065,0.015745602,1.3888
mp-607829,AlTlI4,-0.721719021,0,3.4492
mp-768786,BaYI5,-1.4963983,0.097755751,2.6536
mp-27381,CsSnI3,-0.956336457,0,2.2107
mp-756313,CaPbI4,-1.061525852,0.099261947,3.0673
mp-1111693,K3ScI6,-1.317415275,0.055039114,2.3346
mp-1206511,Cs2ZrI6,-1.261361562,0,1.8404
mp-29689,Nb3TeI7,-0.54208292,0,0.5116
mp-29817,GaP2I9,-0.238090138,0,1.7115
mp-677056,Na2UI6,-1.030447816,0.013929244,0
mp-1206607,La2AsI2,-1.591672074,0,0
mp-1206826,La4SiI5,-1.328088698,0,0
mp-1209132,RbTmI3,-1.152479863,0.158390614,0
mp-23546,Na2UI6,-1.04437706,0,0
mp-998592,RbCaI3,-1.584069192,0,3.5985
mp-23399,Rb2AgI3,-1.093678772,0,2.5762
mp-675242,Ag2HgI4,-0.129863302,0.172967108,0
mp-1205326,Tb7PtI12,-1.304933267,0,0.1177
mp-770314,BaLaI5,-1.59563328,0.062635786,2.6983
mp-1188549,Ho7PtI12,-1.280259169,0,0.0943
mp-669308,Cs3Tm2I9,-1.496278385,0,2.8921
mp-760421,Zr6BI12,-0.970526318,0,0
mp-771640,BaSrI4,-1.692475622,0.064456107,3.4689
mp-1101129,ThPbI12,-0.497736744,0.089907476,0.6169
mp-1105706,Tb7CoI12,-1.227466784,0,0.2707
mp-1178509,BaSr2I6,-1.689907653,0.052882792,3.6669
mp-1212622,Ge19(SbI)4,-0.048117807,0.028083787,1.135
mp-23417,InSn2I5,-0.466696044,0.021704887,1.4413
mp-569052,AgSe3I,-0.100618109,0.013196586,1.3964
mp-569842,Ba3SiI2,-1.131185682,0,0.2539
mp-673698,Cu2HgI4,0.018168962,0.255046816,0.4197
mp-755705,SrLaI5,-1.593907881,0.027997881,2.3508
mp-1178506,BaSrI4,-1.733698046,0.023233684,3.114
mp-1200647,Cs3ZnI5,-1.267062686,0,3.1506
mp-1214818,Ba2HI2,-0.364447238,0.934343094,0
mp-24204,CaHI,-1.168388068,0,3.5468
mp-776479,BaYI5,-1.516607281,0.07754677,2.7575
mp-540881,Cs2AgI3,-1.140666722,0,2.6311
mp-753809,BaCaI4,-1.695165409,0.027377417,3.7974
mp-772114,BaLaI5,-1.58715492,0.071114146,2.4928
mp-1025377,Cd(AgI2)2,-0.428914718,0,1.7687
mp-1193838,Te8IrI5,-0.163483822,0.001366679,1.0203
mp-1208175,Tl2CoI4,-0.398764965,0,0.5791
mp-1227984,Bi19(S9I)3,-0.709468836,0.010647559,1.3338
mp-23020,BiSeI,-0.416493234,0.011461807,1.5603
mp-24409,PH4I,-0.189528861,0,3.7095
mp-27442,RbCrI3,-0.766544664,0.060316597,0.1599
mp-36235,Na(ScI3)2,-1.247690379,0,0
mp-567698,CsTiI3,-1.038214664,0.010576566,0
mp-569026,Nb10Se40I3,-0.562737298,0,0
mp-569055,CsLi2I3,-1.322602524,0.017351443,4.1669
mp-571458,RbGeI3,-0.777347667,0.024728824,0.9997
mp-1205615,La2Co2I,-0.619336692,0,0
mp-1211508,La3IrI3,-1.27270797,0,0
mp-1212974,ErSI,-1.645880471,0.323533026,1.267
mp-29986,La2Al2I,-0.807570786,0,0
mp-676206,RbAg4I5,-0.492965971,0.034313378,1.6335
mp-772034,Ba3LaI9,-1.709855179,0.013530741,2.2282
mp-29614,KEu2I5,-1.582647778,0.008937811,1.2522
mp-651121,Cs3HgI5,-1.159784871,0.001935569,2.1472
mp-772158,Ba2LaI7,-1.646242256,0.054352765,2.3073
mp-1207039,La2Cu2I,-0.608461436,0.002496437,0
mp-22965,BiTeI,-0.369637825,0,1.2946
mp-27928,Ge2S3I2,-0.607010002,0,2.2528
mp-754196,Ba2SrI6,-1.731745087,0.039327928,3.6619
mp-771570,Sr2CaI6,-1.610947869,0.081629132,3.4312
mp-1209575,Rb2NdI5,-1.484577398,0,3.0826
mp-29044,Cd4Sb2I3,-0.345599996,0,1.1297
mp-35909,AgBiI4,-0.376848044,0.040009417,0.9912
mp-766337,Ba6CaI14,-1.711964815,0.065444266,3.0649
mp-27812,RbTiI3,-0.988786297,0.036958366,0
mp-29748,TePdI,-0.325689094,0,0
mp-30110,SrLaI4,-1.557749503,0.01231149,0.1527
mp-31037,CuTe2I,-0.118318522,0,0.837
mp-31317,La3PbI3,-1.158255932,0,0
mp-676864,K3Nd3I10,-1.336375098,0.079292092,0.0979
mp-1209693,Rb3Sb2I9,-0.865315429,0,1.9481
mp-567678,Y7FeI12,-1.198447791,0,0
mp-624214,Cs3Bi2I9,-0.971398664,0.00116939,2.3446
mp-756202,Ba2SrI6,-1.752470285,0.018602729,3.5958
mp-23386,Sn2SI2,-0.617232126,0,1.6167
mp-540574,Cs2Hg3I8,-0.719401217,0,1.8421
mp-771643,Sr2CaI6,-1.598579309,0.093997692,3.077
mp-1178524,BaCaI4,-1.625501677,0.097041149,2.7054
mp-1211495,La3PtI3,-1.332824221,0,0
mp-27688,K2TeI6,-0.760245921,0,1.7435
mp-676813,RbAg4I5,-0.483340064,0.043939284,1.7042
mp-31288,La5Pb3I,-0.764362403,0,0
mp-653559,P4Se3I2,-0.06549326,0.016743276,1.7175
mp-1209328,PrSI,-2.006155486,0,2.0454
mp-28815,ThSnI6,-0.940126603,0.020248192,1.9876
mp-505418,CsDyI3,-1.255222665,0.096838284,0
mp-571260,AlInI4,-0.640265375,0,3.0259
mp-571531,Cs3Mo2I9,-0.794947278,0.050920279,0.9283
mp-850529,SrCaI4,-1.59568353,0.085928034,3.3835
mp-1206875,La2Rh2I,-0.940176445,0.016940708,0
mp-567798,Hg4AsI5,-0.240479682,0.009085091,0.9168
mp-754667,BaSr2I6,-1.713052666,0.02973778,3.6058
mp-756624,Ba2SrI6,-1.74987749,0.021195525,3.9838
mp-776579,Ba3(YI6)2,-1.552473146,0.07789294,2.8015
mp-541175,Sc7CoI12,-1.105081403,0,0.2217
mp-1101374,Sr2CaI6,-1.595703197,0.096873805,3.2605
mp-1209846,Pr3IrI3,-1.158839611,0,0
mp-1227807,Bi13Pt3I7,-0.257378005,0.030893811,0.0667
mp-567855,RbGeI3,-0.798758291,0.0033182,2.2086
mp-28432,Tl3Cd2I7,-0.637453411,0,1.8253
mp-505357,InSeI,-0.540493642,0,1.4358
mp-675786,Cu3(BiI4)4,-0.344499039,0.032259886,0
mp-754224,BaSr2I6,-1.723731529,0.019058916,3.7641
mp-1103650,RbCu2I3,-0.590738762,0.010334742,2.0173
mp-1223204,La7CoI12,-1.321379548,0,0.0366
mp-541352,P4S3I2,-0.366565192,0,2.2079
mp-998333,CsCaI3,-1.597897396,0.020745785,3.7277
mp-1105583,Er7CoI12,-1.199362107,0,0.4431
mp-1208159,Tl4GeI6,-0.573143673,0.015944695,1.8382
mp-27252,TlCdI3,-0.611623953,0.016766175,2.1783
mp-680058,InTeI7,-0.29199277,0,1.7338
mp-1019269,Sr2H3I,-0.924980974,0.00803878,2.0771
mp-1206621,KYbI3,-1.588259544,0.010682984,3.6219
mp-1213898,Ce3PI3,-1.269974582,0,0
mp-632480,Ag3SI,-0.218755127,0.061927724,0.237
mp-23481,Cs3Cu2I5,-1.006963115,0,2.5112
mp-28747,Y3RuI3,-1.005245811,0,0
mp-567566,Ho7FeI12,-1.176822207,0,0
mp-571309,Nd12C6I17,-1.15171966,0,0
mp-754408,Ba2SrI6,-1.714814296,0.056258718,3.0364
mp-772077,BaYI5,-1.526692122,0.067461929,2.9223
mp-1120726,Rb3Bi2I9,-0.910972962,0.016810325,2.3512
mp-1205799,Mo(SI)2,-0.512538436,0.271057335,0.0636
mp-27626,Ge19(AsI)4,-0.089631246,0.000893716,1.0131
mp-568423,AlPI8,-0.34222798,0,1.4268
mp-568796,RbYbI3,-1.599545033,0.00075425,3.6054
mp-676391,RbAg4I5,-0.439711027,0.087568321,1.2412
mp-756666,BaCaI4,-1.656334987,0.066207839,3.9106
mp-760418,Ba2SrI6,-1.752651363,0.018421651,2.9057
mp-1206671,LuSeI,1.258705985,2.869949369,0.2774
mp-1207695,TmSI,-1.62546915,0.346747115,1.2722
mp-771814,CaPbI6,-0.789182115,0.081408735,1.8337
mp-23409,Pr12C6I17,-1.147517478,0,0
mp-28393,P3Se4I,-0.057502061,0.008094324,1.6465
mp-1185683,Mg16Al12I,0.033142206,0.131101767,0
mp-1214004,CaThI6,-1.347586131,0.044681657,2.9825
mp-669458,Cs3Bi2I9,-0.972568053,0,2.3629
mp-753775,BaCaI4,-1.625984116,0.09655871,2.7561
mp-772018,Ba3YI9,-1.640674967,0.048187484,2.6721
mp-1205722,KCaI3,-1.573665971,0.011165458,3.655
mp-1209272,RbDyI3,-1.205474647,0.123539735,0
mp-776610,Ba6YI15,-1.644636162,0.089428025,3.1662
mp-1097015,KSnI3,-0.903635201,0,1.941
mp-23391,Tl4CrI6,-0.560152039,0.040202133,0.4014
mp-28198,RbInI4,-0.886860291,0,2.5376
mp-29987,La3(AlI)2,-0.877594218,0.009149661,0
mp-1120792,K3Bi2I9,-0.898975793,0.017098734,2.5461
mp-1188388,Er6NiI10,-1.188974772,0,0.6643
mp-29345,LiGaI3,-0.780753749,0,2.2483
mp-998325,RbCaI3,-1.538215405,0.045853787,3.4482
mp-1209623,Rb2UI5,-1.170433316,0,0.3865
mp-1206201,Gd2Co2I,-0.610139314,0,0
mp-29244,Cd2P3I,-0.225000349,0.017628364,1.0424
mp-1069538,CsPbI3,-1.004434123,0.038630806,1.8285
mp-28608,Ga3Te3I,-0.410779207,0,1.255
mp-504934,Sc2CI3,-1.054169436,0,0.5683
mp-753486,BaCaI4,-1.671402635,0.051140191,3.3934
mp-770473,CaLaI5,-1.568287992,0.024141567,2.0892
mp-1211892,K3Au3I8,-0.690519735,0.009699039,1.0462
mp-583476,Nb7S2I19,-0.649130349,0,0.4354
mp-753731,Ba2CaI6,-1.708969014,0.039178064,3.6355
mp-22995,Ag3SI,-0.227323127,0.053359724,0.5207
mp-28089,P4Se3I2,-0.082236536,0,2.0711
mp-674339,Tl6PbI10,-0.590826795,0.009892045,1.2149
mp-772916,Ba3(LaI6)2,-1.589351138,0.093815548,2.4533
mp-1208662,SrUI6,-1.17623466,0,0.2218
mp-1247740,KFeI3,-0.464019234,0.193930633,0.5441
mp-684055,Tl7Bi3I16,-0.580229222,0.009613173,2.2654
mp-29997,La3AsI3,-1.470381665,0,0
mp-770574,La2MgI8,-1.351645365,0.067245587,2.117
mp-1062795,CoSI,0.267676529,0.798395514,0
mp-1105808,Er7IrI12,-1.260664319,0,0.3803
mp-27527,Te2AuI,-0.099979614,0.004464412,0
mp-27635,Rb2SnI6,-0.857950006,0.013223001,0.1243
mp-28693,Al3Te3I,-0.476070927,0,1.9643
mp-616327,In3Te3I,-0.378105825,0,1.1016
mp-1104888,Zn(AgI2)2,-0.423731988,0.003386241,2.0538
mp-28377,CsGeI3,-0.841361004,0,1.589
mp-756448,LaMgI5,-1.325603485,0.016965625,1.9829
mp-771827,Ca3Pb3I14,-0.96153544,0.08317358,0
mp-1185576,CsYbI3,-1.627277308,0,3.8129
mp-1225955,CuP7I,-0.049635767,0.018680712,1.1253
mp-30221,Ba5P5I3,-1.261594074,0,0
mp-771830,Sr2YI7,-1.540145621,0.064660265,2.9647
mp-1111167,K3SbI6,-0.939637288,0.101446471,2.3534
mp-1111170,K3NdI6,-1.380346866,0.097998354,3.1746
mp-1111171,K3PrI6,-1.378715789,0.104824913,3.174
mp-1111183,K3AlI6,-1.048209111,0.116819585,1.7713
mp-1111267,K3MoI6,-0.871517041,0.140327538,1.4013
mp-1111270,K3GaI6,-0.945541506,0.180742486,0.8318
mp-1111494,K3CeI6,-1.356524711,0.097501412,0.2764
mp-1111496,K3BiI6,-0.985358829,0.103938381,2.5794
mp-1111643,Na3SbI6,-0.710055204,0.193753441,1.8721
mp-1111684,KTlI3,-0.754022996,0.116860669,0
mp-1113483,Na3TlI6,-0.651162331,0.24486165,0
mp-1113485,Na3YI6,-1.154171231,0.180744896,2.4016
mp-1113491,Cs3ScI6,-1.403990625,0.001441813,2.4534
mp-1113505,Na3ScI6,-1.090703193,0.144476083,2.1552
mp-1113611,K3YI6,-1.384486979,0.087704262,3.1873
mp-1114294,Cs3GaI6,-1.033486237,0.095600413,1.1753
mp-1114383,RbTlI3,-0.793426823,0.090052283,0
mp-1114487,RbInI3,-0.868466257,0.055513028,0
mp-1114499,Rb3GaI6,-0.971055753,0.123461046,0.976
mp-1114515,Rb3SbI6,-0.967927253,0.085042687,2.3797
mp-1114616,Rb3AlI6,-1.073377123,0.090059772,1.9042
mp-1114618,Rb3AsI6,-0.900588056,0.074684533,2.1626
mp-1114626,Rb3InI6,-1.023705543,0.104742817,1.4107
mp-1114633,Rb3ScI6,-1.342546756,0.028315832,2.3922
mp-1114637,Rb3TlI6,-0.909652672,0.135711264,0.6176
mp-1114639,Rb3YI6,-1.411245311,0.059354128,3.2901
mp-1190406,KHgI3,-0.771170884,0.015656511,1.7116
mp-1194786,Rb3Bi2I9,-0.926226647,0.00155664,2.3692
mp-867674,Ba3CaI8,-1.71499979,0.045949414,2.949
mp-867676,BaCaI4,-1.631010824,0.091532002,3.7585
mp-867737,LaMgI5,-1.267579073,0.074990036,2.6792
mp-867953,Ba2CaI6,-1.719868525,0.028278553,3.9865